SK_ID_CURR,TARGET,ORGANIZATION_TYPE,DAYS_CREDIT,REGION_POPULATION_RELATIVE,Days_Employed_Positive,LTV_Ratio,Age_at_Loan_Application,Credit_Length,Annuity_Over_Credit,Credit_Utilization_Ratio,AMT_CREDIT
102229,0,Other,-1781.4,0.003069,6393,1.132,176.3123287671233,4.88054794520548,0.07302120141342756,0.0,509400.0
102240,0,Business Entity Type 3,-289.0,0.010556,921,1.0,153.66849315068492,0.7917808219178082,0.05347019867549669,0.47266089430579594,679500.0
102260,0,Self-employed,-606.75,0.018634,383,1.132,156.37534246575342,1.6623287671232876,0.0651060070671378,0.6527285935825284,254700.0
102263,0,Business Entity Type 3,-721.3333333,0.022625,308,1.3168,152.04109589041096,1.976255707671233,0.06064702308626974,0.70236050918043,592560.0
102282,0,Security,,0.018029,7645,1.264,181.85753424657534,,0.05786392405063291,,284400.0
102330,0,Self-employed,-661.1428571,0.009549,6362,1.1188019801980198,166.4986301369863,1.8113502934246575,0.04261984619332915,0.21612782299481298,508495.5
102350,0,Other,-1919.125,0.035792,2516,1.0,157.5041095890411,5.257876712328767,0.05,0.41030667983201197,427500.0
102351,0,Business Entity Type 3,-988.6666667,0.028663,1598,1.0,157.34520547945206,2.708675799178082,0.09947058823529412,0.0,229500.0
102358,0,Self-employed,-968.2,0.003818,1924,1.0,166.14794520547946,2.6526027397260274,0.02923841059602649,0.11778654089022914,679500.0
102412,0,Police,-730.6666667,0.026392,8210,1.0,169.64931506849314,2.0018264841095887,0.06729333333333333,0.0,675000.0
102490,0,Business Entity Type 3,,0.003069,1324,1.0,166.71506849315068,,0.04136666666666667,,1350000.0
102553,0,Trade: type 3,-1690.833333,0.025164,6526,1.237608695652174,165.13150684931506,4.632420090410959,0.07577727033198665,0.08983471255793549,128092.5
102587,0,Police,-1270.2,0.072508,1098,1.1452,158.4,3.48,0.02923874478371969,0.1318430892970532,1468719.0
102654,0,Business Entity Type 3,-1317.5,0.0228,728,1.0950405405405406,180.97808219178083,3.6095890410958904,0.03483025434082411,0.5094414529450559,1823242.5
102686,0,Business Entity Type 1,-1625.2,0.026392,8069,1.0,168.07671232876712,4.452602739726028,0.029354581673306773,0.8361781763375642,1129500.0
102739,0,Government,-532.0,0.008474,3735,1.132,161.51232876712328,1.4575342465753425,0.05803886925795053,0.0,203760.0
102765,0,Mobile,-1318.333333,0.0228,1680,1.0,169.186301369863,3.6118721452054796,0.0264525,0.09429245283018868,1800000.0
102794,0,Other,-1724.833333,0.026392,1108,1.0,183.12328767123287,4.725570775342466,0.0275,0.45606812864511836,900000.0
102893,0,Medicine,-1565.363636,0.032561,11534,1.0,175.98356164383563,4.288667495890411,0.042366666666666664,0.2962188459988046,945000.0
102937,0,Government,-470.0,0.072508,1197,1.0,176.26575342465753,1.2876712328767124,0.03226,0.6432088888888889,1125000.0
102951,0,School,-479.0,0.020713,1478,1.0,153.7068493150685,1.3123287671232877,0.03062,0.7260240802675585,675000.0
103006,0,Business Entity Type 3,-1946.0,0.022625,1433,1.1161590909090908,160.8849315068493,5.331506849315068,0.0330475860805115,0.44292542372881355,1104997.5
103011,0,School,-1714.0,0.02461,11435,1.11616,180.83287671232875,4.695890410958904,0.03139932148318043,0.017262607446864583,1506816.0
103084,0,Business Entity Type 3,-975.25,0.04622,2109,1.0,172.7068493150685,2.671917808219178,0.0275,1.103697105470672,1800000.0
103093,0,School,-897.4,0.018801,3045,1.0792,164.66027397260274,2.4586301369863013,0.05097603162836669,0.33230805067472774,728460.0
103162,0,Business Entity Type 3,-1409.6,0.020713,271,1.0,163.73698630136985,3.861917808219178,0.026462857142857142,0.17064473506968095,1575000.0
103164,0,Military,-1578.9,0.006207,466,1.2112058823529412,167.9808219178082,4.325753424657535,0.06425293217746048,0.7587214645431699,370629.0
103183,0,Government,-1573.5,0.008575,939,1.198,168.86027397260273,4.310958904109589,0.028658875904284918,0.208185,889515.0
103263,0,Medicine,-1340.857143,0.00963,8583,1.1188019801980198,177.3068493150685,3.67358121369863,0.04236320675404207,0.6373043478260869,508495.5
103350,0,Government,-1373.333333,0.04622,383,1.198,154.78630136986303,3.762557076712329,0.02637729549248748,0.2826384068324911,1644255.0
103379,0,School,-1606.153846,0.00963,3279,1.0,151.36164383561643,4.400421495890411,0.09295652173913044,0.0,103500.0
103409,0,Business Entity Type 2,-1613.055556,0.01452,6237,1.0,179.72054794520548,4.419330290410959,0.05,-0.00018574723136217914,337500.0
103510,0,Business Entity Type 3,-1654.5,0.032561,1518,1.1056,181.6767123287671,4.532876712328767,0.10795947901591896,0.0,497520.0
103519,0,Other,-769.125,0.018634,2798,1.0,154.6931506849315,2.1071917808219176,0.02638,0.0,675000.0
103732,0,Industry: type 11,,0.003069,1188,1.132,155.17808219178082,,0.10869257950530035,,127350.0
103741,0,Other,,0.010006,2626,1.0,152.45753424657534,,0.0989,,270000.0
103909,0,Other,-2362.0,0.008625,1680,1.0,171.93150684931507,6.471232876712329,0.05,0.0,270000.0
104020,0,Business Entity Type 3,-330.25,0.010006,1670,1.08712,159.1205479452055,0.9047945205479452,0.039657075575833395,0.23134641625748675,1223010.0
104038,0,Trade: type 7,-1704.666667,0.016612,4009,1.1386,168.14794520547946,4.670319635616438,0.051058317231688036,0.0005962656175738524,1024740.0
104064,0,Business Entity Type 3,-826.6666667,0.010966,520,1.198,170.46849315068494,2.264840182739726,0.026509235823146102,0.5838609366125389,1002726.0
104068,0,Government,,0.030755,1355,1.0,151.2109589041096,,0.05584,,450000.0
104100,0,Business Entity Type 3,-332.0,0.010276,476,1.396,172.94246575342467,0.9095890410958904,0.051045845272206306,0.5497782956274072,314100.0
104137,0,School,-1310.272727,0.019101,5485,1.0,165.75342465753425,3.589788293150685,0.02924,0.4446737850594262,675000.0
104256,0,Trade: type 7,-1270.0,0.018801,684,1.1188018867924527,162.56438356164384,3.4794520547945207,0.09196158289275083,1.6226154510142425,533668.5
104268,0,Business Entity Type 1,-1160.833333,0.011657,4526,1.0,165.3178082191781,3.180365295890411,0.036065,0.1980426414595268,900000.0
104300,0,Construction,-1764.222222,0.031329,1285,1.0580782608695651,153.25205479452055,4.833485539726028,0.05327953056813419,0.01701301071624123,1095111.0
104335,0,Industry: type 3,-2088.5,0.010147,6283,1.2772,164.16986301369863,5.721917808219178,0.026453700803841736,0.0,1724220.0
104362,0,Trade: type 2,-730.3333333,0.019689,614,1.0,169.8876712328767,2.000913241917808,0.03616078431372549,0.04024388698445688,1147500.0
104371,0,Business Entity Type 2,-1462.833333,0.003818,2559,1.11616,158.56712328767122,4.0077625561643835,0.03031823394495413,0.05813359538044668,1506816.0
104375,0,Transport: type 4,-866.7777778,0.020246,7164,1.1188006644518271,162.16712328767125,2.374733637808219,0.02646402917219733,0.5699780254454073,1515415.5
104392,0,Business Entity Type 3,-732.6,0.072508,3350,1.1584,173.71506849315068,2.007123287671233,0.035918796040515656,0.11492690617972354,625536.0
104415,0,Other,-1319.9,0.019101,5458,1.1452,176.37260273972603,3.616164383561644,0.029343491675398767,0.39288648026346573,1236816.0
104421,0,Other,-979.25,0.003818,398,1.264,159.4904109589041,2.6828767123287673,0.0673572269649691,0.07295692239426664,244584.0
104495,0,School,-1402.666667,0.072508,1385,1.0,183.81917808219177,3.8429223753424657,0.06959803921568627,0.0,459000.0
104612,0,Construction,-1338.0,0.009334,2030,1.0396039603960396,152.65753424657535,3.665753424657534,0.10274285714285715,0.0,472500.0
104651,0,Other,-2004.333333,0.04622,987,1.1584,169.16712328767125,5.4913242,0.03304989640883978,0.17218211920529802,1042560.0
104709,0,Military,-1158.0,0.030755,3701,1.0712796780684104,157.41643835616438,3.1726027397260275,0.03705867106414788,0.5438975332579029,2395917.0
104736,0,Security Ministries,-548.2,0.00496,1176,1.3168,148.66301369863012,1.5019178082191782,0.0790097205346294,0.7976133541351962,148140.0
104788,0,Business Entity Type 3,-477.8,0.072508,2538,1.1056,161.66575342465754,1.309041095890411,0.07294380125422094,0.4881579444389016,746280.0
104885,0,Self-employed,-1491.0,0.020246,1322,1.066,179.1068493150685,4.0849315068493155,0.1076923076923077,0.15390344827586208,191880.0
104929,0,Insurance,-1249.5,0.0228,4049,1.0,181.42191780821918,3.4232876712328766,0.03673267326732673,0.4287521244364418,454500.0
104948,0,Business Entity Type 3,-779.1666667,0.02461,3705,1.0,162.8986301369863,2.134703196438356,0.03243030303030303,0.8172203221113351,742500.0
104967,0,Government,-1593.5,0.003069,2874,1.0,151.86301369863014,4.365753424657535,0.05,0.23312370716876105,180000.0
105000,0,Trade: type 2,-1083.5,0.010556,2221,1.198,150.6027397260274,2.9684931506849317,0.048105175292153586,0.9514238998811996,539100.0
105024,0,Self-employed,-450.0,0.010966,1845,1.0,151.48767123287672,1.2328767123287672,0.03902970297029703,0.4952382826827937,454500.0
105076,0,Other,-1986.545455,0.007114,4981,1.1188,168.7123287671233,5.442590287671233,0.027572909750242607,0.0,1762110.0
105077,0,Business Entity Type 3,-314.0,0.02461,2257,1.0,165.2082191780822,0.8602739726027397,0.031496666666666666,0.556735797629994,1350000.0
105157,0,Advertising,-1421.6,0.018029,314,1.396,187.46575342465752,3.894794520547945,0.032455366982587615,0.010353965377505395,653328.0
105201,0,Self-employed,,0.026392,5600,1.0,168.44657534246576,,0.05328,,1350000.0
105214,0,Business Entity Type 3,-578.0,0.016612,1118,1.0,176.8794520547945,1.5835616438356164,0.042515,0.6694278099248158,900000.0
105243,0,Construction,-1788.666667,0.04622,1553,1.198,182.1205479452055,4.900456621917808,0.02935726210350584,0.0,1078200.0
105290,0,Business Entity Type 3,-1030.125,0.028663,2852,1.1584,152.14794520547946,2.822260273972603,0.11308701657458564,0.5874174325565618,182448.0
105428,0,Military,-726.0,0.035792,547,1.1452,147.96438356164384,1.989041095890411,0.029361151103652148,0.0,1056447.0
105481,0,Security,-1847.333333,0.019101,675,1.264,154.8,5.061187213698631,0.06466244725738397,0.5708600554749849,170640.0
105561,0,Advertising,-1437.333333,0.030755,960,1.0,153.7972602739726,3.9378995424657535,0.029385,0.13518336266028425,900000.0
105701,0,Bank,-560.3333333,0.008575,2292,1.198,179.72054794520548,1.535159817260274,0.027621035058430717,0.3398823747786375,1078200.0
105717,0,Business Entity Type 3,-2814.0,0.02461,514,1.0,165.15890410958903,7.7095890410958905,0.030406060606060607,0.0,1485000.0
105721,0,Business Entity Type 3,,0.016612,3751,1.0,160.07123287671232,,0.026525,,900000.0
105764,0,Business Entity Type 3,-1021.5,0.04622,1637,1.0,181.7945205479452,2.7986301369863016,0.02924,0.03567514627886728,1125000.0
105872,0,Other,-272.0,0.018634,1830,1.0,155.04109589041096,0.7452054794520548,0.03674,0.9676565248094331,675000.0
105879,1,School,-677.25,0.00823,416,1.0,158.64657534246575,1.8554794520547946,0.04864,0.7266151443929403,450000.0
105942,0,Business Entity Type 3,-870.6666667,0.010006,3604,1.0,174.04109589041096,2.3853881279452054,0.029377450980392156,0.2652158502265477,918000.0
105952,0,Government,-606.5,0.007114,1307,1.0,149.96712328767123,1.6616438356164382,0.05106,0.11436571442364556,225000.0
105983,0,Business Entity Type 2,-929.8888889,0.010147,11765,1.1188,177.41643835616438,2.5476407915068493,0.02637826242402574,0.21789227334271855,2517300.0
105989,0,Government,-1548.222222,0.019101,4096,1.1188,164.58356164383562,4.2417047178082194,0.0482779168156358,0.21766858990699994,755190.0
106113,0,Business Entity Type 3,-1478.8,0.019689,1378,1.0,163.36986301369862,4.051506849315069,0.029356,0.0,1125000.0
106117,0,School,-1142.0,0.007274,1848,1.1161609756097561,183.08219178082192,3.128767123287671,0.03262489456455708,0.0,1029658.5
106124,0,Self-employed,-655.625,0.026392,518,1.0,177.3041095890411,1.7962328767123288,0.0513,0.1626173298526417,540000.0
106138,0,Other,-1059.4,0.016612,1950,1.264,155.61369863013698,2.9024657534246576,0.04707278481012658,0.4085050847457627,284400.0
106153,0,School,-1117.333333,0.00496,5210,1.198,177.51232876712328,3.0611872136986302,0.03558763516536275,0.400730531109299,824823.0
106159,0,Business Entity Type 1,-1142.583333,0.016612,1076,1.1188013245033113,168.63013698630138,3.130365295890411,0.039659285304163044,0.4738506068440204,760225.5
106163,0,Military,-1597.6,0.007114,5627,1.396,162.07945205479453,4.376986301369863,0.028760744985673353,0.23075212344644125,1256400.0
106268,0,Business Entity Type 3,-1759.666667,0.072508,1489,1.1056,152.51780821917808,4.821004567123287,0.10636758321273516,0.09586608958739708,497520.0
106312,0,School,-794.3333333,0.030755,275,1.264,147.76712328767124,2.176255707671233,0.04661392405063291,0.21526546976529184,284400.0
106316,0,Other,-938.8333333,0.00496,1918,1.0528070175438597,172.4794520547945,2.5721461186301373,0.10548241959673388,0.0,270045.0
106325,0,Business Entity Type 3,-696.7142857,0.02461,1126,1.0,154.88219178082193,1.9088062621917807,0.02923890784982935,0.37793727963250257,1318500.0
106338,0,Government,,0.072508,2725,1.0,174.5808219178082,,0.05,,292500.0
106477,0,Trade: type 2,-804.0,0.022625,2476,1.0,155.413698630137,2.202739726027397,0.05198571428571429,0.0,630000.0
106524,0,Business Entity Type 3,-1321.6,0.04622,996,1.09504,179.58904109589042,3.620821917808219,0.03475900423728814,0.0,1971072.0
106564,0,Business Entity Type 3,-462.0,0.007305,426,1.07128,177.66849315068492,1.2657534246575342,0.038087948195483105,0.4930289316153085,1687266.0
106606,0,School,-2199.0,0.026392,2400,1.0,157.42739726027398,6.024657534246575,0.026573333333333334,0.0,675000.0
106643,0,Kindergarten,-904.5384615,0.028663,2257,1.0,162.94520547945206,2.4781875657534247,0.0511625,0.1238246391696715,360000.0
106707,0,Business Entity Type 2,,0.010147,1012,1.198,152.1095890410959,,0.02935726210350584,,1078200.0
106763,0,Industry: type 3,-1232.666667,0.006296,2005,1.0,173.41095890410958,3.3771689506849314,0.07923076923076923,0.07136592820569024,585000.0
106774,0,School,-892.4285714,0.010147,1215,1.4223975903614459,169.01643835616437,2.4450097846575343,0.03056099069109513,0.31872183695632994,531265.5
106840,0,Medicine,-1267.0,0.035792,142,1.08712,160.9041095890411,3.4712328767123286,0.03976377952755906,0.019234262387575245,1223010.0
106871,0,Self-employed,-665.8,0.020246,3039,1.0,171.76438356164383,1.8241095890410957,0.026476666666666666,0.9282369488774682,1350000.0
106942,0,Business Entity Type 3,-490.5,0.025164,1774,1.0,158.75616438356164,1.3438356164383563,0.1077,0.019758216268169284,270000.0
106953,0,School,-1559.0,0.030755,7357,1.0,174.46301369863014,4.271232876712329,0.030318936877076413,0.19627457223317066,1354500.0
106961,0,Services,-1362.0625,0.006233,4220,1.0,171.36164383561643,3.731678082191781,0.03235593220338983,0.5708437743885101,1327500.0
106970,0,Business Entity Type 1,-1633.0,0.032561,3323,1.0,180.3041095890411,4.473972602739726,0.0508,0.0,1575000.0
106982,0,Self-employed,-1410.25,0.026392,391,1.0,161.38630136986302,3.8636986301369864,0.02876923076923077,0.20082029097357285,1170000.0
106999,0,Other,-509.0,0.00733,3359,1.0,183.32054794520548,1.3945205479452054,0.053425,0.8665127020785219,900000.0
107025,0,Other,-640.0,0.00496,2093,1.0,164.68493150684932,1.7534246575342465,0.05,0.0,382500.0
107041,0,Industry: type 7,-1461.25,0.003122,4293,1.2112063492063492,163.72602739726028,4.0034246575342465,0.06155479254580243,0.599646159793048,343377.0
107137,0,Industry: type 9,,0.020246,644,1.0,157.14520547945204,,0.02924,,900000.0
107190,0,Business Entity Type 3,-1098.0,0.035792,6808,1.0858019801980199,161.90684931506848,3.0082191780821916,0.09767840533985009,0.03963950645757217,493497.0
107258,0,Transport: type 4,-2260.5,0.011657,65,1.0528,170.81095890410958,6.193150684931507,0.10796922492401216,0.0,473760.0
107291,0,Business Entity Type 3,-1157.733333,0.018801,2485,1.0,156.85205479452054,3.171872145205479,0.05106,0.0784397421556796,675000.0
107330,0,Military,-1006.142857,0.030755,4899,1.1188,156.04931506849314,2.7565557726027397,0.046339828387558096,0.29243041234034084,1006920.0
107404,0,Business Entity Type 3,-978.75,0.008019,2690,1.0,172.90684931506848,2.6815068493150687,0.03966,0.1783341367551451,1125000.0
107407,0,Business Entity Type 1,-1304.0,0.00496,877,1.2112075471698114,163.0027397260274,3.5726027397260274,0.057855874380783254,0.0,288873.0
107467,0,Kindergarten,-170.0,0.04622,1761,1.0,156.813698630137,0.4657534246575342,0.02758285714285714,0.9489111214953271,1575000.0
107494,0,Trade: type 7,,0.008474,2712,,150.96986301369864,,0.05,,202500.0
107514,0,Insurance,-380.0,0.0105,225,1.1584,149.80547945205478,1.0410958904109588,0.03808701657458564,0.0,521280.0
107547,0,Business Entity Type 3,-1361.117647,0.032561,762,1.0,160.03013698630136,3.7290894438356164,0.0483960396039604,0.2806289054587431,454500.0
107618,0,Business Entity Type 3,-1276.272727,0.032561,958,1.396,180.51780821917808,3.4966376082191784,0.026482808022922636,0.4528197618915147,1256400.0
107634,1,Self-employed,-405.3333333,0.022625,2945,1.4224,172.4958904109589,1.1105022830136986,0.04690261931544271,0.8487976705740908,448056.0
107646,0,Security Ministries,-718.6666667,0.04622,1382,1.0396,179.91232876712328,1.9689497717808218,0.09494677440041041,0.3022967689438717,701730.0
107661,0,Industry: type 10,-1516.647059,0.028663,1189,1.0,176.53698630136986,4.155197421917808,0.051205,0.43229718253712945,900000.0
107700,0,School,-651.0,0.009657,10460,1.0,176.68493150684932,1.7835616438356163,0.03592,0.7050777027027028,675000.0
107716,0,Other,-1312.0,0.035792,1089,1.264,179.12328767123287,3.5945205479452054,0.05814873417721519,0.056961085780935214,170640.0
107735,0,School,-1412.25,0.032561,10334,1.08712,179.75068493150684,3.8691780821917807,0.03714707974587289,0.0,1467612.0
107737,0,Government,-892.7142857,0.020713,1581,1.3167941176470588,157.38630136986302,2.445792563561644,0.06796810435326439,0.41641104406655693,402939.0
107752,0,School,-1493.5,0.0228,2886,1.264,168.8958904109589,4.0917808219178085,0.027775659600427025,0.4077073981712386,472104.0
107830,0,Industry: type 3,-658.4545455,0.00823,3309,1.0950392156862745,163.81643835616438,1.8039850561643835,0.0348324120236667,0.8719321498275678,1759180.5
107888,0,Other,-1633.625,0.072508,1246,1.0,171.6767123287671,4.47568493150685,0.026378378378378378,0.04563663882043679,1665000.0
107899,0,Government,-879.2,0.035792,310,1.528,160.67945205479452,2.4087671232876713,0.026649599630428088,0.4083296241248654,467568.0
107926,0,Government,-1436.4,0.026392,860,1.095038888888889,158.1095890410959,3.935342465753425,0.034757771159826895,0.0,1773963.0
107938,0,Business Entity Type 3,-1644.0,0.04622,681,1.0,161.45753424657534,4.504109589041096,0.05327814569536424,0.0,679500.0
107950,0,Self-employed,-402.0,0.032561,549,1.132,166.23561643835617,1.1013698630136985,0.0934982332155477,0.0,254700.0
107960,0,Housing,-1810.166667,0.035792,2071,1.0792,178.47123287671232,4.959360731506849,0.053496417099085744,0.36384015060240965,582768.0
107992,0,Business Entity Type 3,-944.0,0.028663,664,1.0,157.82191780821918,2.5863013698630137,0.03305,0.9786913644974988,900000.0
108002,0,School,,0.007305,730,1.0,148.9150684931507,,0.027497422300780675,,763762.5
108176,0,Bank,-380.0,0.018801,209,1.396,153.64383561643837,1.0410958904109588,0.027636103151862466,0.9301181542417659,942300.0
108255,1,Medicine,-1274.0,0.006305,1855,1.2112,162.75068493150684,3.4904109589041097,0.03600636483727633,0.038608211663465355,1498860.0
108271,0,Industry: type 11,-1755.181818,0.026392,2556,1.0,175.9917808219178,4.808717309589041,0.05327727272727273,0.0,990000.0
108313,0,Business Entity Type 2,-660.0,0.009175,705,1.198,162.7890410958904,1.8082191780821917,0.026498330550918197,0.0,1078200.0
108379,0,Business Entity Type 3,-1712.285714,0.035792,2730,1.1583984375,164.2054794520548,4.6911937369863015,0.06137244983982465,0.0,667237.5
108465,0,Business Entity Type 3,-863.0,0.035792,516,1.0,157.8931506849315,2.3643835616438356,0.06682666666666667,0.027774931592262082,675000.0
108567,0,Business Entity Type 3,-1089.875,0.04622,5939,1.0,178.65753424657535,2.985958904109589,0.05,0.40762321987025407,450000.0
108595,0,Self-employed,,0.020713,5157,1.1583962264150944,162.0958904109589,,0.04857073051551429,,276277.5
108628,0,Trade: type 2,-1660.6,0.01885,3721,1.0,163.06301369863013,4.54958904109589,0.026378486055776893,0.010077931890198429,1129500.0
108681,0,Self-employed,-822.6666667,0.028663,2580,1.0,158.2986301369863,2.253881278630137,0.040729166666666664,0.30173864126263106,1512000.0
